urls,event_id,shape
http://www.mufoncms.com/files_jeud8334j/29832_submitter_file2__100_0462.JPG,29832,Other
http://www.mufoncms.com/files_jeud8334j/54215_submitter_file1__Photo020.jpg,54215,Triangle
http://www.mufoncms.com/files_jeud8334j/54214_submitter_file6__IMG1821.JPG,54214,Fireball
http://www.mufoncms.com/files_jeud8334j/54206_submitter_file1__IMG0510.JPG,54206,Other
http://www.mufoncms.com/files_jeud8334j/54205_submitter_file1__level1.jpg,54205,Unknown
http://www.mufoncms.com/files_jeud8334j/54203_submitter_file1__IMG7157.jpg,54203,Fireball
http://www.mufoncms.com/files_jeud8334j/54201_submitter_file1__IMG0969.jpg,54201,Other
http://www.mufoncms.com/files_jeud8334j/54195_submitter_file1__3425.jpg,54195,Disc
http://www.mufoncms.com/files_jeud8334j/54190_submitter_file1__sketch1382871771797.png,54190,Other
http://www.mufoncms.com/files_jeud8334j/54188_submitter_file1__20140221053802.jpg,54188,Circle
http://www.mufoncms.com/files_jeud8334j/24102_submitter_file1__PICT1280.JPG,24102,Boomerang
http://www.mufoncms.com/files_jeud8334j/24100_submitter_file1__022.JPG,24100,Cigar
http://www.mufoncms.com/files_jeud8334j/24097_submitter_file1__100_1005_2.JPG,24097,Circle
http://www.mufoncms.com/files_jeud8334j/24095_submitter_file1__P7020001A.jpg,24095,Cigar
http://www.mufoncms.com/files_jeud8334j/24090_submitter_file1__P6180089copy.jpg,24090,Unknown
http://www.mufoncms.com/files_jeud8334j/24086_submitter_file1__0701001332a.jpg,24086,Blimp
http://www.mufoncms.com/files_jeud8334j/10141_submitter_file1__pics2006fishingbeach067.jpg,10141,Disc
http://www.mufoncms.com/files_jeud8334j/10140_submitter_file1__pics2006fishingbeach067.jpg,10140,Disc
http://www.mufoncms.com/files_jeud8334j/10137_submitter_file1__tinyufo.jpg,10137,Disc
http://www.mufoncms.com/files_jeud8334j/10136_submitter_file1__Image035.jpg,10136,Blimp
http://www.mufoncms.com/files_jeud8334j/10134_submitter_file1__xx105.bmp,10134,Other
http://www.mufoncms.com/files_jeud8334j/10133_submitter_file1__DSCF2367.JPG,10133,Other
http://www.mufoncms.com/files_jeud8334j/10127_submitter_file1__4_1_08.jpg,10127,Circle
http://www.mufoncms.com/files_jeud8334j/10125_submitter_file1__GetAttachment.aspx.jpg,10125,
http://www.mufoncms.com/files_jeud8334j/10123_submitter_file2__CCF05152008_00000.jpg,10123,Disc
http://www.mufoncms.com/files_jeud8334j/10119_submitter_file1__ufositing1.bmp,10119,Cigar
http://www.mufoncms.com/files_jeud8334j/10116_submitter_file1__ufofelix.jpg,10116,Boomerang
http://www.mufoncms.com/files_jeud8334j/69391_submitter_file1__image.jpg,69391,Circle
http://www.mufoncms.com/files_jeud8334j/69376_submitter_file1__Screenshot20150814015949.png,69376,Unknown
http://www.mufoncms.com/files_jeud8334j/69368_submitter_file1__image.jpg,69368,Oval
http://www.mufoncms.com/files_jeud8334j/31536_submitter_file1__GuyIFO.jpg,31536,Unknown
http://www.mufoncms.com/files_jeud8334j/31532_submitter_file1__smdc0103.jpg,31532,Circle
http://www.mufoncms.com/files_jeud8334j/84074_submitter_file1__IMG0152.JPG,84074,Fireball
http://www.mufoncms.com/files_jeud8334j/84073_submitter_file1__IMG0152.JPG,84073,Fireball
http://www.mufoncms.com/files_jeud8334j/84071_submitter_file1__maremotoCallao1746.JPG,84071,Sphere
http://www.mufoncms.com/files_jeud8334j/84070_submitter_file1__2017053075713warpeaceufo.png,84070,Sphere
http://www.mufoncms.com/files_jeud8334j/84068_submitter_file1__20170530022929.jpg,84068,Saturn-like
http://www.mufoncms.com/files_jeud8334j/84055_submitter_file1__UFOMoon.JPG,84055,Other
http://www.mufoncms.com/files_jeud8334j/84054_submitter_file1__P5270003.JPG,84054,Sphere
http://www.mufoncms.com/files_jeud8334j/84045_submitter_file1__DSC0053croppedcleared.JPG,84045,Oval
http://www.mufoncms.com/files_jeud8334j/84043_submitter_file1__1A.jpg,84043,Sphere
http://www.mufoncms.com/files_jeud8334j/49309_submitter_file1__DSC0115.JPG,49309,Cross
http://www.mufoncms.com/files_jeud8334j/49300_submitter_file1__image.jpg,49300,Unknown
http://www.mufoncms.com/files_jeud8334j/49299_submitter_file1__Path.png,49299,Bullet
http://www.mufoncms.com/files_jeud8334j/49293_submitter_file1__image.jpg,49293,Cylinder
http://www.mufoncms.com/files_jeud8334j/49288_submitter_file1__3.jpg,49288,Cylinder
http://www.mufoncms.com/files_jeud8334j/49284_submitter_file1__UFOnadMorvkou.jpg,49284,Unknown
http://www.mufoncms.com/files_jeud8334j/49283_submitter_file1__P1010138.JPG,49283,Sphere
http://www.mufoncms.com/files_jeud8334j/67567_submitter_file1__Anzoategui2009.jpg,67567,Fireball
http://www.mufoncms.com/files_jeud8334j/67564_submitter_file1__vikingswebcam.jpg,67564,Disc
http://www.mufoncms.com/files_jeud8334j/67561_submitter_file1__image.jpg,67561,Disc
http://www.mufoncms.com/files_jeud8334j/67550_submitter_file1__112008724562572045481386503152864826579945n.jpg,67550,Cross
http://www.mufoncms.com/files_jeud8334j/67548_submitter_file1__1076AE.Carb10212014.JPG,67548,Circle
http://www.mufoncms.com/files_jeud8334j/67545_submitter_file1__image.jpg,67545,Sphere
http://www.mufoncms.com/files_jeud8334j/79612_submitter_file1__UFO.JPG,79612,Square
http://www.mufoncms.com/files_jeud8334j/79611_submitter_file1__ufo1.jpg,79611,Blimp
http://www.mufoncms.com/files_jeud8334j/79601_submitter_file1__0909161654a.jpg,79601,Cigar
http://www.mufoncms.com/files_jeud8334j/79599_submitter_file1__DSCN2224ufo2oclock.JPG,79599,Disc
http://www.mufoncms.com/files_jeud8334j/79596_submitter_file1__20161004185458.jpg,79596,Cigar
http://www.mufoncms.com/files_jeud8334j/79591_submitter_file1__ufo.JPG,79591,Disc
http://www.mufoncms.com/files_jeud8334j/79587_submitter_file2__IMG0132.JPG,79587,Disc
http://www.mufoncms.com/files_jeud8334j/79586_submitter_file1__IMG20161004030643912.jpg,79586,Triangle
http://www.mufoncms.com/files_jeud8334j/79582_submitter_file1__IMG20160528205639.jpg,79582,Other
http://www.mufoncms.com/files_jeud8334j/19745_submitter_file1__P9280005.JPG,19745,Disc
http://www.mufoncms.com/files_jeud8334j/19742_submitter_file1__8-15-09.jpg,19742,Oval
http://www.mufoncms.com/files_jeud8334j/19738_submitter_file1__Rainbow.IMG000151.jpg,19738,Oval
http://www.mufoncms.com/files_jeud8334j/19734_submitter_file1__object.bmp,19734,Circle
http://www.mufoncms.com/files_jeud8334j/19724_submitter_file1__Airplaneintoclouds5.jpg,19724,Other
http://www.mufoncms.com/files_jeud8334j/19719_submitter_file1__Airplanevanished.jpg,19719,Other
http://www.mufoncms.com/files_jeud8334j/19714_submitter_file1__sky4-2-09015.jpg,19714,Triangle
http://www.mufoncms.com/files_jeud8334j/8385_submitter_file1__19-10-07naters.Vs-suisse.jpg,8385,Unknown
http://www.mufoncms.com/files_jeud8334j/8372_submitter_file1__UFOjoplinmo11_15_07.jpg,8372,Triangle
http://www.mufoncms.com/files_jeud8334j/27525_submitter_file1__UFO.png,27525,Cigar
http://www.mufoncms.com/files_jeud8334j/27523_submitter_file1__1-25-2011Pic1MissouriNortheast.jpg,27523,Oval
http://www.mufoncms.com/files_jeud8334j/27520_submitter_file1__IMGP0174.JPG,27520,Other
http://www.mufoncms.com/files_jeud8334j/27518_submitter_file1__201Copy.jpg,27518,Circle
http://www.mufoncms.com/files_jeud8334j/27501_submitter_file1__DSC_1222.JPG,27501,Diamond
http://www.mufoncms.com/files_jeud8334j/27499_submitter_file1__144inlargedufohighland.jpg,27499,Oval
http://www.mufoncms.com/files_jeud8334j/27497_submitter_file1__2Orangelights.jpg,27497,Circle
http://www.mufoncms.com/files_jeud8334j/27495_submitter_file1__GEDC0360.JPG,27495,Circle
http://www.mufoncms.com/files_jeud8334j/27494_submitter_file2__UnknownObject006-1.jpg,27494,Boomerang
http://www.mufoncms.com/files_jeud8334j/90428_submitter_file1__DSCN1957.jpg,90428,Unknown
http://www.mufoncms.com/files_jeud8334j/90425_submitter_file1__IMG0366.JPG,90425,Triangle
http://www.mufoncms.com/files_jeud8334j/90421_submitter_file1__IMG2018022416514901.jpeg,90421,
http://www.mufoncms.com/files_jeud8334j/90418_submitter_file1__thumbnail.jpg,90418,Disc
http://www.mufoncms.com/files_jeud8334j/90409_submitter_file1__auburnufofeb2418.jpg,90409,Disc
http://www.mufoncms.com/files_jeud8334j/90408_submitter_file1__ufo.png,90408,Oval
http://www.mufoncms.com/files_jeud8334j/58529_submitter_file1__CLake18UFO.JPG,58529,Sphere
http://www.mufoncms.com/files_jeud8334j/58528_submitter_file1__image.jpg,58528,Oval
http://www.mufoncms.com/files_jeud8334j/58520_submitter_file1__017.JPG,58520,Other
http://www.mufoncms.com/files_jeud8334j/58519_submitter_file1__UFOintheBackground.JPG,58519,Circle
http://www.mufoncms.com/files_jeud8334j/58516_submitter_file1__20140709153703.jpg,58516,Unknown
http://www.mufoncms.com/files_jeud8334j/58513_submitter_file1__DSCN2588.JPG,58513,Disc
http://www.mufoncms.com/files_jeud8334j/58511_submitter_file1__image.jpg,58511,Diamond
http://www.mufoncms.com/files_jeud8334j/58510_submitter_file1__DSC0884.JPG,58510,Other
http://www.mufoncms.com/files_jeud8334j/58509_submitter_file1__DSC0006.JPG,58509,Other
http://www.mufoncms.com/files_jeud8334j/58508_submitter_file2__ScreenShot20140716at9.15.20PM.png,58508,Triangle
http://www.mufoncms.com/files_jeud8334j/58506_submitter_file1__Screenshot1.png,58506,Unknown
http://www.mufoncms.com/files_jeud8334j/58505_submitter_file1__1405805335733.jpg,58505,Disc
http://www.mufoncms.com/files_jeud8334j/58504_submitter_file2__image.jpg,58504,Disc
http://www.mufoncms.com/files_jeud8334j/53809_submitter_file1__WP20131011001.jpg,53809,Fireball
http://www.mufoncms.com/files_jeud8334j/53808_submitter_file1__image.jpg,53808,Other
http://www.mufoncms.com/files_jeud8334j/53807_submitter_file2__IMG59951.JPG,53807,Sphere
http://www.mufoncms.com/files_jeud8334j/53801_submitter_file1__obj2012914.jpg,53801,Sphere
http://www.mufoncms.com/files_jeud8334j/13936_submitter_file1__dog046.jpg,13936,Sphere
http://www.mufoncms.com/files_jeud8334j/13935_submitter_file1__ufotriangle.jpg,13935,Star-like
http://www.mufoncms.com/files_jeud8334j/13931_submitter_file1__IMG00246.jpg,13931,Circle
http://www.mufoncms.com/files_jeud8334j/13929_submitter_file1__CMS13929UFOdrawing.jpg,13929,Sphere
http://www.mufoncms.com/files_jeud8334j/13922_submitter_file1__ufo11-23-08-915pm005.jpg,13922,Circle
http://www.mufoncms.com/files_jeud8334j/13913_submitter_file1__193916main_lunar_lander_330.jpg,13913,Other
http://www.mufoncms.com/files_jeud8334j/29333_submitter_file1__YGP342.jpg,29333,Circle
http://www.mufoncms.com/files_jeud8334j/29325_submitter_file1__ufo_1.JPG,29325,Fireball
http://www.mufoncms.com/files_jeud8334j/29319_submitter_file1__007.JPG,29319,Square
http://www.mufoncms.com/files_jeud8334j/29315_submitter_file1__IMG_6280.jpg,29315,Unknown
http://www.mufoncms.com/files_jeud8334j/15463_submitter_file1__UFO.jpg,15463,Circle
http://www.mufoncms.com/files_jeud8334j/15460_submitter_file1__ufoplaindlr.jpg,15460,Sphere
http://www.mufoncms.com/files_jeud8334j/15459_submitter_file1__0114nightshots02005.JPG,15459,Oval
http://www.mufoncms.com/files_jeud8334j/15457_submitter_file1__Form1(1of3).jpg,15457,Oval
http://www.mufoncms.com/files_jeud8334j/15456_submitter_file1__scan0001.jpg,15456,Diamond
http://www.mufoncms.com/files_jeud8334j/15455_submitter_file1__alienencounter006.JPG,15455,Star-like
http://www.mufoncms.com/files_jeud8334j/15454_submitter_file1__004.JPG,15454,Cylinder
http://www.mufoncms.com/files_jeud8334j/15450_submitter_file1__cropalien.jpg,15450,Other
http://www.mufoncms.com/files_jeud8334j/15449_submitter_file1__oval-object.jpg,15449,Disc
http://www.mufoncms.com/files_jeud8334j/15433_submitter_file1__091-3groupingorbs.JPG,15433,Circle
http://www.mufoncms.com/files_jeud8334j/64819_submitter_file1__CircularMark.jpg,64819,Sphere
http://www.mufoncms.com/files_jeud8334j/64813_submitter_file1__B4.JPG,64813,Cigar
http://www.mufoncms.com/files_jeud8334j/64808_submitter_file1__unidentified.jpg,64808,Disc
http://www.mufoncms.com/files_jeud8334j/64807_submitter_file1__UFOSanAntonioApril2.JPG,64807,Diamond
http://www.mufoncms.com/files_jeud8334j/64802_submitter_file1__sketch.jpg,64802,Triangle
http://www.mufoncms.com/files_jeud8334j/64798_submitter_file1__photo.JPG,64798,Other
http://www.mufoncms.com/files_jeud8334j/64797_submitter_file1__1388871850029.jpg,64797,Cylinder
http://www.mufoncms.com/files_jeud8334j/64791_submitter_file1__ROBOTICSLUG.png,64791,Egg
http://www.mufoncms.com/files_jeud8334j/83805_submitter_file1__ufo.png,83805,Cigar
http://www.mufoncms.com/files_jeud8334j/83802_submitter_file1__IMG6268515171.JPG,83802,Circle
http://www.mufoncms.com/files_jeud8334j/83801_submitter_file1__101516175300.jpg,83801,Disc
http://www.mufoncms.com/files_jeud8334j/83800_submitter_file2__ScreenShot20170515at11.16.19PM.png,83800,Circle
http://www.mufoncms.com/files_jeud8334j/83795_submitter_file1__rainbow.jpg,83795,Egg
http://www.mufoncms.com/files_jeud8334j/83793_submitter_file1__IMG2716.JPG,83793,Cigar
http://www.mufoncms.com/files_jeud8334j/83789_submitter_file1__UFOdrawing.png,83789,Triangle
http://www.mufoncms.com/files_jeud8334j/83778_submitter_file1__IMG1272.JPG,83778,Circle
http://www.mufoncms.com/files_jeud8334j/83774_submitter_file1__mapNascaMajoro.jpg,83774,Star-like
http://www.mufoncms.com/files_jeud8334j/31688_submitter_file1__DSC06252.jpg,31688,Disc
http://www.mufoncms.com/files_jeud8334j/31678_submitter_file1__UFOTriangleShip6-23-2009.JPG,31678,Triangle
http://www.mufoncms.com/files_jeud8334j/78404_submitter_file1__OvnitypeTR3B375pieds122mtresAustralie.jpeg,78404,Triangle
http://www.mufoncms.com/files_jeud8334j/78403_submitter_file1__image.jpeg,78403,Circle
http://www.mufoncms.com/files_jeud8334j/78396_submitter_file1__V94A21.jpg,78396,Chevron
http://www.mufoncms.com/files_jeud8334j/78395_submitter_file1__ufogif01.gif,78395,Cylinder
http://www.mufoncms.com/files_jeud8334j/78394_submitter_file1__image.jpeg,78394,Sphere
http://www.mufoncms.com/files_jeud8334j/78392_submitter_file1__20160725192636.jpg,78392,Oval
http://www.mufoncms.com/files_jeud8334j/78390_submitter_file1__20140630132717.jpg,78390,Square
http://www.mufoncms.com/files_jeud8334j/78383_submitter_file1__IMG2693.JPG,78383,Disc
http://www.mufoncms.com/files_jeud8334j/78380_submitter_file1__20160708172559245.jpeg,78380,Sphere
http://www.mufoncms.com/files_jeud8334j/78379_submitter_file1__IMG0818.JPG,78379,Oval
http://www.mufoncms.com/files_jeud8334j/78377_submitter_file1__image.png,78377,Sphere
http://www.mufoncms.com/files_jeud8334j/69743_submitter_file1__image.jpg,69743,Sphere
http://www.mufoncms.com/files_jeud8334j/69741_submitter_file1__IMG20150824241256809HDR.jpg,69741,Sphere
http://www.mufoncms.com/files_jeud8334j/10007_submitter_file2__cid_c2b283ea1b494e71a216e88ce1ac08fb@ownerpc.jpg,10007,Disc
http://www.mufoncms.com/files_jeud8334j/10006_submitter_file1__32108079.JPG,10006,Unknown
http://www.mufoncms.com/files_jeud8334j/10005_submitter_file1__DSC_0031.JPG,10005,Circle
http://www.mufoncms.com/files_jeud8334j/9999_submitter_file1__Viewbedroomspic1.jpg,9999,Star-like
http://www.mufoncms.com/files_jeud8334j/9998_submitter_file1__IMG_28.JPG,9998,Disc
http://www.mufoncms.com/files_jeud8334j/9997_submitter_file1__UFO.gif,9997,Blimp
http://www.mufoncms.com/files_jeud8334j/9996_submitter_file1__galtwitnesssketch.JPG,9996,Triangle
http://www.mufoncms.com/files_jeud8334j/9995_submitter_file1__ufo.bmp,9995,Square
http://www.mufoncms.com/files_jeud8334j/9990_submitter_file1__31808047.JPG,9990,Saturn-like
http://www.mufoncms.com/files_jeud8334j/9985_submitter_file1__lol.bmp,9985,Blimp
http://www.mufoncms.com/files_jeud8334j/24622_submitter_file1__ufosketch.png,24622,Cigar
http://www.mufoncms.com/files_jeud8334j/24613_submitter_file1__100_1049_3.JPG,24613,Circle
http://www.mufoncms.com/files_jeud8334j/24600_submitter_file1__LPIC1509.JPG,24600,Unknown
http://www.mufoncms.com/files_jeud8334j/8000_submitter_file1__theharvestmoon2007001.jpg,8000,Other
http://www.mufoncms.com/files_jeud8334j/7999_submitter_file1__100_16051sunset.jpg,7999,Bullet
http://www.mufoncms.com/files_jeud8334j/7997_submitter_file1__UFO.jpg,7997,Star-like
http://www.mufoncms.com/files_jeud8334j/7996_submitter_file1__UFO_9_24_2007.bmp,7996,Disc
http://www.mufoncms.com/files_jeud8334j/7994_submitter_file1__ufopics8011.jpg,7994,Diamond
http://www.mufoncms.com/files_jeud8334j/7991_submitter_file1__413541688_5e6c20e75d_o.jpg,7991,Triangle
http://www.mufoncms.com/files_jeud8334j/7984_submitter_file1__100_0596.jpg,7984,Other
http://www.mufoncms.com/files_jeud8334j/7982_submitter_file1__100_1089-1.jpg,7982,Disc
http://www.mufoncms.com/files_jeud8334j/7981_submitter_file1__9715-1.jpg,7981,Flash
http://www.mufoncms.com/files_jeud8334j/7980_submitter_file1__ObjectInSky20th0fSept.JPG,7980,Chevron
http://www.mufoncms.com/files_jeud8334j/7978_submitter_file1__Artist_rendering_sighting.JPG,7978,Cigar
http://www.mufoncms.com/files_jeud8334j/7974_submitter_file1__IMG_2338.JPG,7974,Star-like
http://www.mufoncms.com/files_jeud8334j/7971_submitter_file1__ufos9-9-07004.JPG,7971,Sphere
http://www.mufoncms.com/files_jeud8334j/19998_submitter_file1__ufoOct1709009.JPG,19998,Triangle
http://www.mufoncms.com/files_jeud8334j/19997_submitter_file1__ufoOct1709009.JPG,19997,Triangle
http://www.mufoncms.com/files_jeud8334j/19993_submitter_file1__NLOlastKazan.JPG,19993,Cigar
http://www.mufoncms.com/files_jeud8334j/19989_submitter_file1__MIB2.jpg,19989,Other
http://www.mufoncms.com/files_jeud8334j/19974_submitter_file1__DSC_0749.JPG,19974,Disc
http://www.mufoncms.com/files_jeud8334j/79099_submitter_file1__IMAG0300.jpg,79099,Sphere
http://www.mufoncms.com/files_jeud8334j/79087_submitter_file1__PICT0012.JPG,79087,Sphere
http://www.mufoncms.com/files_jeud8334j/79070_submitter_file2__image.jpg,79070,Fireball
http://www.mufoncms.com/files_jeud8334j/79067_submitter_file1__IMG20160910200108.jpg,79067,Cylinder
http://www.mufoncms.com/files_jeud8334j/47648_submitter_file1__uffImage3.jpg,47648,Sphere
http://www.mufoncms.com/files_jeud8334j/47647_submitter_file1__spotlight.jpg,47647,Egg
http://www.mufoncms.com/files_jeud8334j/47646_submitter_file1__IMG0401.JPG,47646,Unknown
http://www.mufoncms.com/files_jeud8334j/47645_submitter_file1__001.JPG,47645,Bullet
http://www.mufoncms.com/files_jeud8334j/47630_submitter_file1__image.jpg,47630,Fireball
http://www.mufoncms.com/files_jeud8334j/47619_submitter_file1__FirstPic.JPG,47619,Other
http://www.mufoncms.com/files_jeud8334j/67701_submitter_file2__SandyphoneJuly52015022.JPG,67701,Sphere
http://www.mufoncms.com/files_jeud8334j/67689_submitter_file1__20150623192501.jpg,67689,Sphere
http://www.mufoncms.com/files_jeud8334j/67688_submitter_file4__ufo1.jpg,67688,Oval
http://www.mufoncms.com/files_jeud8334j/67687_submitter_file1__20150704220140.jpg,67687,Disc
http://www.mufoncms.com/files_jeud8334j/67685_submitter_file1__orb.jpg,67685,Sphere
http://www.mufoncms.com/files_jeud8334j/67683_submitter_file6__IMG2716.JPG,67683,Sphere
http://www.mufoncms.com/files_jeud8334j/67682_submitter_file1__20150705001626.jpg,67682,Fireball
http://www.mufoncms.com/files_jeud8334j/67674_submitter_file2__20150704215207.jpg,67674,Sphere
http://www.mufoncms.com/files_jeud8334j/49047_submitter_file1__skyphotofromfreewayexit.jpg,49047,Bullet
http://www.mufoncms.com/files_jeud8334j/49042_submitter_file1__10016981020039148713447619715528n.jpg,49042,Unknown
http://www.mufoncms.com/files_jeud8334j/49033_submitter_file1__photo.JPG,49033,Circle
http://www.mufoncms.com/files_jeud8334j/32639_submitter_file1__2011-08-25_13-05-11_312.jpg,32639,Unknown
http://www.mufoncms.com/files_jeud8334j/32638_submitter_file1__UFO.jpg,32638,Cigar
http://www.mufoncms.com/files_jeud8334j/32620_submitter_file1__ufooverNYC_1.jpg,32620,Sphere
http://www.mufoncms.com/files_jeud8334j/32619_submitter_file1__somt1large617am101611.jpg,32619,Circle
http://www.mufoncms.com/files_jeud8334j/32615_submitter_file1__2011-10-0910.17.30.jpg,32615,Oval
http://www.mufoncms.com/files_jeud8334j/57363_submitter_file1__Mountains018.JPG,57363,Circle
http://www.mufoncms.com/files_jeud8334j/57359_submitter_file1__ufobehindhillmillcreek.png,57359,Sphere
http://www.mufoncms.com/files_jeud8334j/57354_submitter_file1__ufobehindhillmillcreek.png,57354,Sphere
http://www.mufoncms.com/files_jeud8334j/57350_submitter_file1__humanoidriobravooriginal.jpg,57350,Unknown
http://www.mufoncms.com/files_jeud8334j/76369_submitter_file1__ufo.jpg,76369,Disc
http://www.mufoncms.com/files_jeud8334j/76366_submitter_file1__FBIMG1463267650127.jpg,76366,Saturn-like
http://www.mufoncms.com/files_jeud8334j/76363_submitter_file1__Screenshot20160514115358.png,76363,Other
http://www.mufoncms.com/files_jeud8334j/76352_submitter_file1__20160212132634.jpg,76352,Square
http://www.mufoncms.com/files_jeud8334j/76341_submitter_file1__IMG201502051548141.jpg,76341,Unknown
http://www.mufoncms.com/files_jeud8334j/76340_submitter_file1__Screenshot20160216220641.png,76340,Saturn-like
http://www.mufoncms.com/files_jeud8334j/26434_submitter_file1__guttergawker_0003.jpg,26434,Triangle
http://www.mufoncms.com/files_jeud8334j/26432_submitter_file2__091.JPG,26432,Blimp
http://www.mufoncms.com/files_jeud8334j/26422_submitter_file1__SCAN0009.JPG,26422,Circle
http://www.mufoncms.com/files_jeud8334j/26421_submitter_file1__IMG_0950.JPG,26421,Other
http://www.mufoncms.com/files_jeud8334j/26417_submitter_file1__blimpyufos.jpg,26417,Star-like
http://www.mufoncms.com/files_jeud8334j/26416_submitter_file1__shot1.JPG,26416,Circle
http://www.mufoncms.com/files_jeud8334j/26408_submitter_file1__photo-3.jpg,26408,Sphere
http://www.mufoncms.com/files_jeud8334j/11952_submitter_file1__Twoontheright.JPG,11952,Cigar
http://www.mufoncms.com/files_jeud8334j/11951_submitter_file1__StrangeObject.jpg,11951,Other
http://www.mufoncms.com/files_jeud8334j/11943_submitter_file3__PICT0145.JPG,11943,Fireball
http://www.mufoncms.com/files_jeud8334j/11938_submitter_file1__sabinashgo48.jpg,11938,Unknown
http://www.mufoncms.com/files_jeud8334j/11933_submitter_file1__UFO1.jpg,11933,Diamond
http://www.mufoncms.com/files_jeud8334j/11926_submitter_file1__30.jpg,11926,Circle
http://www.mufoncms.com/files_jeud8334j/31258_submitter_file1__RedOrbs.jpg,31258,Sphere
http://www.mufoncms.com/files_jeud8334j/31251_submitter_file1__UFO.png,31251,Unknown
http://www.mufoncms.com/files_jeud8334j/31239_submitter_file1__path.jpg,31239,Star-like
http://www.mufoncms.com/files_jeud8334j/31236_submitter_file3__UFOsighting.bmp,31236,Star-like
http://www.mufoncms.com/files_jeud8334j/55495_submitter_file1__IMG0543.JPG,55495,Circle
http://www.mufoncms.com/files_jeud8334j/55488_submitter_file1__Miami331760414141mv.jpg,55488,Sphere
http://www.mufoncms.com/files_jeud8334j/55486_submitter_file1__CAM00212.jpg,55486,Star-like
http://www.mufoncms.com/files_jeud8334j/55475_submitter_file2__object6.jpg,55475,Triangle
http://www.mufoncms.com/files_jeud8334j/55473_submitter_file1__IMG3802.JPG,55473,Fireball
http://www.mufoncms.com/files_jeud8334j/55472_submitter_file1__1.jpg,55472,Sphere
http://www.mufoncms.com/files_jeud8334j/55469_submitter_file1__20140415072146.jpg,55469,Sphere
http://www.mufoncms.com/files_jeud8334j/40277_submitter_file1__IMG0094.JPG,40277,Other
http://www.mufoncms.com/files_jeud8334j/88400_submitter_file1__20171128110559.jpg,88400,Sphere
http://www.mufoncms.com/files_jeud8334j/88399_submitter_file1__F82BC877565B4FA1A1A5EC26DE4CB010.jpeg,88399,Disc
http://www.mufoncms.com/files_jeud8334j/88393_submitter_file1__DSC04705.JPG,88393,Teardrop
http://www.mufoncms.com/files_jeud8334j/88392_submitter_file2__IMG8564.JPG,88392,Other
http://www.mufoncms.com/files_jeud8334j/88384_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg,88384,Sphere
http://www.mufoncms.com/files_jeud8334j/88380_submitter_file2__Screenshot20171127180118.png,88380,Other
http://www.mufoncms.com/files_jeud8334j/88375_submitter_file1__IMG3657.jpg,88375,Other
http://www.mufoncms.com/files_jeud8334j/22833_submitter_file1__uu1.bmp,22833,Chevron
http://www.mufoncms.com/files_jeud8334j/22827_submitter_file1__010UFO04.bmp,22827,Disc
http://www.mufoncms.com/files_jeud8334j/22818_submitter_file1__lightning2.jpg,22818,Boomerang
http://www.mufoncms.com/files_jeud8334j/22812_submitter_file1__so.utahoct05014.jpg,22812,Boomerang
http://www.mufoncms.com/files_jeud8334j/22803_submitter_file1__DSCF1778(2).JPG,22803,Sphere
http://www.mufoncms.com/files_jeud8334j/11451_submitter_file1__OurUFO.JPG,11451,Square
http://www.mufoncms.com/files_jeud8334j/11450_submitter_file1__IMG_0315.jpg,11450,Triangle
http://www.mufoncms.com/files_jeud8334j/11444_submitter_file1__UFO1.jpg,11444,Oval
http://www.mufoncms.com/files_jeud8334j/11441_submitter_file1__tonyincuba.jpg,11441,Flash
http://www.mufoncms.com/files_jeud8334j/11431_submitter_file1__img-2.jpg,11431,Boomerang
http://www.mufoncms.com/files_jeud8334j/11430_submitter_file1__IMG_0115.JPG,11430,Boomerang
http://www.mufoncms.com/files_jeud8334j/70638_submitter_file1__SeptUFO161.JPGa.jpg,70638,Star-like
http://www.mufoncms.com/files_jeud8334j/70635_submitter_file1__IMG09591.JPG,70635,Circle
http://www.mufoncms.com/files_jeud8334j/70627_submitter_file1__image.jpg,70627,Sphere
http://www.mufoncms.com/files_jeud8334j/70619_submitter_file1__120048488454701788934411475577813740262111n.jpg,70619,Circle
http://www.mufoncms.com/files_jeud8334j/82727_submitter_file1__P1010135.JPG,82727,Unknown
http://www.mufoncms.com/files_jeud8334j/82723_submitter_file1__20130711213859.jpg,82723,Other
http://www.mufoncms.com/files_jeud8334j/82719_submitter_file1__UFO.jpg,82719,Boomerang
http://www.mufoncms.com/files_jeud8334j/82718_submitter_file1__20170319165318.jpg,82718,Disc
http://www.mufoncms.com/files_jeud8334j/82717_submitter_file1__DrawOnPhoto1477404431094.png,82717,Other
http://www.mufoncms.com/files_jeud8334j/82715_submitter_file2__IMG2472.JPG,82715,Dumbbell
http://www.mufoncms.com/files_jeud8334j/82714_submitter_file1__2DSC2925.JPG,82714,Star-like
http://www.mufoncms.com/files_jeud8334j/66332_submitter_file1__image.jpg,66332,Disc
http://www.mufoncms.com/files_jeud8334j/66327_submitter_file1__IMG1115.jpg,66327,Oval
http://www.mufoncms.com/files_jeud8334j/66326_submitter_file1__PSX20150610025157.jpg,66326,Other
http://www.mufoncms.com/files_jeud8334j/66323_submitter_file1__ufo.jpg,66323,Oval
http://www.mufoncms.com/files_jeud8334j/66321_submitter_file1__DSC3211objectsincloudssm.jpg,66321,Oval
